IKIDEN	Country	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	prod10	prod11	prod12	prod13	prod14	prod15	prod16	prod17	prod18	prod19	prod20	prod21	prod22	prod23	prod24	prod25	prod26	prod27	prod28	prod29	prod30	Who	Frequence	When	Taste	Healthy	Pleasure	No preparation	Ways	Guest	Authentic	Not expensive	Supermarket	Deli	Caterer	Fish shop	Market	Mobile van	Everyday	Special	Day snack	Evening snack	Aperitif	Starter	Salad	Cooked meal	Sandwich	Main	Vegetable	Lemon	Bread, butter	Lemon, bread, butter	C. fraîche	C. fraîche with herbs	Fresh cheese	Fresh cheese with herbs	Shallots	Mustard	Butter	Black pepper	Horseradish	Scottish	Norwegian	Atlantic	Irish	Wild	Do not know	Colour	Price	Origin	Brand	Advertising	Glossiness	Packaging	Labelling information	Number slices	Weight	Use by date	Usual brand	Appetising	Firm	Regular	Nice colour	Nice odour	Smooth texture	Firm texture	Greasy mouth	Characteristic taste	Not too salty 
2	BXL	2,9666	0,1262	1,073	0,1262	1,073	0,1262	0,1262	0,1262	0,1262	-0,8206	1,073	0,1262	0,1262	1,073	0,1262	1,073	0,1262	-0,8206	-0,8206	0,1262	-0,8206	0,1262	-0,8206	0,1262	0,1262	-0,8206	-1,7673	-0,8206	0,1262	-2,7141	Adults	5 to 6 times a year	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Neither	Comp. Agree	Yes	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes
3	BXL	-0,6114	-0,1529	-1,5285	0,7643	1,2228	0,3057	0,3057	0,7643	0,3057	0,3057	-0,6114	-1,07	1,2228	0,7643	-0,1529	-0,6114	0,7643	-1,07	-2,4457	-0,6114	-2,4457	1,2228	0,7643	-0,1529	-0,6114	1,2228	0,7643	1,2228	-0,1529	0,3057	Both	Once every 2 weeks	All year round	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Disa.	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No
4	BXL	-1,766	1,4645	0,8184	-0,4738	0,8184	0,8184	0,1723	-0,4738	0,1723	-1,1199	0,8184	0,1723	0,1723	1,4645	0,1723	-1,1199	1,4645	-1,1199	-0,4738	-0,4738	-0,4738	-0,4738	0,1723	0,1723	-2,4121	0,8184	-1,766	1,4645	0,8184	0,1723	Both	5 to 6 times a year	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Most. Disa.	No	No	No	Yes	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No
5	BXL	1,166	-0,424	-2,014	-0,424	1,166	0,371	-0,424	-1,219	0,371	-2,014	0,371	1,166	-1,219	1,166	-0,424	1,166	0,371	0,371	-2,014	-0,424	1,166	0,371	-1,219	0,371	0,371	1,166	-0,424	1,166	-0,424	0,371	Both	Once a week or more	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Disa.	Yes	No	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes
7	BXL	-1,4639	0	0,4879	1,4639	0	0	-1,9518	0	-0,9759	0	0	-0,4879	0,4879	1,4639	-0,9759	-1,4639	1,4639	-1,4639	1,4639	0,9759	0,9759	0,9759	0,9759	0,4879	0,9759	-0,4879	0	-0,4879	-1,4639	-0,9759	Both	5 to 6 times a year	Special celebration	Comp. Agree	Neither	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Neither	Most. Disa.	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	No
13	BXL	-0,074	-0,074	-0,518	1,2581	0,37	0,37	-0,074	-1,4061	1,2581	-0,962	-0,518	0,814	1,7021	-0,518	1,7021	-1,4061	1,2581	-0,518	0,37	-0,962	-1,4061	-0,962	0,37	0,814	-1,4061	-0,962	-0,074	-0,518	-0,074	2,1461	Adults	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Disa.	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No
14	BXL	-0,0852	1,1928	-0,0852	-0,0852	0,5538	-0,0852	-0,0852	-1,3632	-0,7242	-2,0023	0,5538	1,1928	-0,0852	-0,0852	0,5538	1,1928	-0,0852	1,1928	0,5538	-1,3632	-1,3632	-0,0852	-0,0852	-1,3632	-1,3632	-0,7242	1,8319	1,1928	-0,7242	1,8319	Both	5 to 6 times a year	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	Yes
15	BXL	0,8193	0,8193	0,3641	1,2745	-0,5462	-1,0014	-1,4566	1,2745	-0,091	-0,5462	-1,0014	0,8193	1,2745	-1,0014	-1,0014	-1,4566	0,8193	-1,4566	0,3641	1,2745	-1,0014	0,8193	0,8193	-1,0014	1,2745	0,3641	0,8193	0,8193	-1,4566	-1,0014	Both	Once a month	All year round	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Yes	No	Yes	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	No
21	BXL	-0,7083	0,3036	0,8095	1,3154	-0,2024	1,3154	0,8095	-1,7202	0,8095	-1,2142	1,3154	0,3036	-0,7083	-0,7083	0,8095	-2,2261	-0,2024	0,8095	0,3036	-0,2024	0,8095	0,8095	1,3154	-1,7202	-1,2142	-0,2024	-1,2142	0,3036	0,8095	-0,7083	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Neither	Comp. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes
23	BXL	0,8307	0,2374	-2,1362	0,2374	0,2374	1,4241	-0,356	-1,5428	0,2374	-0,9494	0,8307	-0,356	0,2374	1,4241	-0,356	-1,5428	1,4241	-0,356	0,2374	-0,9494	-0,356	-0,9494	0,2374	1,4241	1,4241	0,2374	1,4241	-0,9494	0,2374	-1,5428	Adults	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Comp. Disa.	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No
24	BXL	-1,1738	0,3798	-0,1381	1,4155	-0,656	-0,656	0,8976	-1,1738	1,4155	-0,1381	0,8976	-1,1738	-1,6917	-1,1738	-0,1381	-1,1738	0,8976	1,4155	0,3798	-1,6917	0,3798	0,8976	0,3798	0,3798	0,3798	-1,1738	0,8976	1,4155	0,8976	-1,1738	Both	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Most. Agree	Neither	Comp. Agree	Most. Disa.	Most. Disa.	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes
26	BXL	0,4199	-1,5956	-0,5878	0,4199	0,9238	1,4276	-0,5878	0,4199	-1,0917	0,4199	-1,0917	0,4199	0,9238	0,4199	-0,5878	0,4199	-1,0917	-0,084	0,9238	1,4276	0,9238	0,4199	0,9238	-2,0994	0,9238	-1,0917	0,9238	-1,0917	0,4199	-2,0994	Both	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Neither	Most. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes
27	BXL	0,7006	0,7006	0,7006	-0,2548	-0,7325	1,1783	-0,2548	1,1783	-2,1656	-0,7325	-0,2548	1,656	0,7006	1,1783	-0,7325	0,2229	0,7006	0,2229	0,2229	1,1783	-1,2102	-0,2548	-0,2548	0,2229	0,7006	-0,2548	-2,1656	-2,1656	-0,7325	0,7006	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Most. Agree	Neither	Most. Agree	Yes	No	No	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	Yes
30	BXL	0,9698	0,9698	-0,3138	-0,7416	0,542	0,9698	0,1141	0,9698	0,9698	-0,3138	0,542	0,1141	1,3977	-1,5974	-1,1695	0,1141	0,1141	-0,3138	1,3977	-1,5974	-0,7416	0,9698	-1,1695	-1,1695	0,542	0,1141	1,3977	-2,0253	0,542	-1,5974	Both	Once a week or more	All year round	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No
31	BXL	0,1487	0,1487	0,595	-1,6362	1,4874	1,0412	-0,2975	-1,1899	1,4874	-0,7437	-0,7437	0,595	-0,2975	1,4874	-1,1899	-2,0824	0,595	-0,7437	0,1487	0,595	-0,2975	1,0412	0,595	0,595	0,1487	0,595	-1,6362	-0,7437	1,4874	-1,1899	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No
35	BXL	0,8607	1,7213	0,4303	-0,4303	-0,4303	-0,4303	1,291	0,4303	-0,4303	0	1,7213	-1,291	0,8607	-0,8607	0	-0,4303	1,291	1,291	-0,8607	-1,7213	0	1,291	0	-0,4303	-1,7213	-1,7213	0,8607	-1,291	0	0	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Yes	No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes
36	BXL	1,6262	0,4066	-0,2033	0,4066	-0,8131	1,6262	1,0164	-0,2033	1,6262	-0,8131	-1,423	0,4066	-0,8131	-0,8131	-0,2033	0,4066	-0,2033	1,0164	1,0164	-1,423	-2,0328	1,0164	-0,8131	-0,8131	1,0164	-1,423	-0,2033	0,4066	-0,8131	1,0164	Both	Once a month	All year round	Most. Agree	Neither	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Agree	Most. Disa.	Yes	No	No	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	No	Yes
39	BXL	0,2364	0,2364	-0,5517	1,0245	0,2364	0,2364	0,2364	-0,5517	1,0245	1,0245	-0,5517	1,0245	0,2364	1,0245	0,2364	-2,1279	-0,5517	0,2364	1,0245	0,2364	-2,916	-1,3398	-1,3398	0,2364	-1,3398	0,2364	1,0245	1,0245	1,0245	-0,5517	Both	Once a month	All year round	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No
40	BXL	-1,5129	0,3396	-0,5866	0,3396	-1,5129	1,2659	-0,5866	-1,5129	1,2659	1,2659	-0,5866	-1,5129	0,3396	0,3396	-1,5129	0,3396	-0,5866	1,2659	1,2659	0,3396	0,3396	0,3396	1,2659	0,3396	0,3396	-1,5129	-1,5129	0,3396	0,3396	1,2659	Both	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No
41	BXL	-1,3086	-1,3086	0,2617	0,2617	1,832	1,0468	1,0468	-0,5234	1,832	0,2617	-1,3086	-0,5234	1,0468	-2,0937	1,0468	-1,3086	0,2617	-1,3086	0,2617	-0,5234	-0,5234	1,0468	1,0468	0,2617	0,2617	0,2617	0,2617	-0,5234	0,2617	-1,3086	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Most. Agree	Comp. Agree	Most. Agree	Most. Agree	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes
42	BXL	0,588	-2,006	-0,4496	1,1067	0,0692	1,1067	0,588	1,1067	0,588	0,0692	-2,5248	0,588	0,588	0,0692	0,588	0,588	-0,9684	0,0692	-0,4496	0,588	1,1067	-2,006	0,588	0,0692	-1,4872	1,1067	0,588	-1,4872	0,0692	-0,4496	Adults	Once a week or more	Only the winter	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes
43	BXL	0,0309	-1,3585	-1,3585	1,4203	0,494	0,0309	-0,4323	0,494	1,4203	0,9571	0,9571	0,9571	-1,3585	0,9571	-2,2848	-1,3585	-0,4323	-0,8954	0,494	-0,4323	-0,8954	0,494	0,494	-0,8954	-0,4323	-0,4323	-0,4323	0,9571	1,4203	1,4203	Adults	Once a month	All year round	Most. Agree	Most. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Neither	Neither	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes
44	BXL	0,3802	0,8555	-1,0456	0,8555	0,8555	-0,0951	1,3308	1,3308	-1,5209	-1,9962	0,3802	0,8555	1,3308	0,3802	-0,0951	0,8555	-0,0951	-0,5704	-0,5704	-1,0456	-2,4715	-1,5209	0,8555	0,3802	0,3802	-0,0951	0,8555	-1,0456	-0,0951	0,3802	Both	Once a month	All year round	Comp. Agree	Neither	Comp. Agree	Neither	Comp. Agree	Comp. Agree	Neither	Most. Disa.	Yes	No	No	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No
45	BXL	1,3886	0,7849	1,3886	-0,4226	0,7849	1,3886	0,1811	0,1811	0,1811	0,1811	-1,0264	-0,4226	0,7849	-0,4226	1,3886	-1,0264	-1,0264	0,1811	0,7849	0,7849	-2,2339	0,7849	1,3886	-1,6301	-1,0264	0,1811	-0,4226	-0,4226	-1,6301	-1,0264	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Most. Disa.	Most. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	No	Yes	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No
47	BXL	-1,4801	0,7681	0,2061	-1,4801	-0,356	0,7681	-0,356	0,7681	0,7681	0,7681	0,2061	0,7681	-0,356	-0,356	0,7681	-0,918	0,7681	-2,0421	0,7681	0,7681	-3,1662	0,7681	1,3302	0,2061	0,2061	-0,918	-0,356	0,2061	0,2061	0,7681	Both	Once a month	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	No	No	No	Yes	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes
50	BXL	0,8176	0,327	0,8176	-0,1635	0,327	-1,1446	-1,1446	1,3081	-1,6352	-2,1257	0,8176	-0,1635	-0,6541	-1,1446	0,327	1,3081	0,8176	-0,6541	1,3081	-0,6541	0,327	0,8176	1,3081	-1,1446	-0,1635	-0,6541	1,3081	1,3081	-1,1446	-0,6541	Both	Once every 2 weeks	All year round	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Comp. Agree	Most. Agree	Neither	Yes	No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	No	Yes	Yes
55	BXL	-1,0345	-0,5847	-1,934	0,3148	0,3148	-1,934	0,3148	-0,5847	0,3148	1,2144	0,7646	0,7646	1,2144	0,3148	0,7646	1,2144	-0,1349	-1,934	-0,1349	1,2144	0,7646	0,7646	-0,1349	-0,5847	-0,5847	-1,934	-1,0345	1,2144	0,3148	0,7646	Adults	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Comp. Disa.	Comp. Disa.	Most. Agree	Neither	Most. Disa.	Yes	No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes
56	BXL	0,5168	-1,087	-0,5524	-0,0178	1,0514	-1,6216	1,0514	1,0514	0,5168	-0,5524	-0,5524	-1,087	1,586	-1,087	1,586	1,0514	-0,5524	-0,0178	-1,087	1,0514	-0,0178	-0,5524	1,0514	-0,0178	-2,1563	-0,0178	-0,5524	-1,087	0,5168	1,586	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Most. Agree	Most. Disa.	Most. Agree	Comp. Agree	Most. Agree	Most. Disa.	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes
57	BXL	0,0904	0,0904	0,0904	-0,8137	-0,8137	0,9945	-1,7178	-0,8137	0,0904	0,9945	0,0904	0,9945	-0,8137	0,9945	-0,8137	-1,7178	0,9945	-1,7178	0,0904	0,9945	1,8987	0,0904	1,8987	-0,8137	0,9945	-0,8137	0,9945	-0,8137	-0,8137	0,0904	Both	Once every 2 weeks	All year round	Comp. Agree	Neither	Comp. Agree	Neither	Neither	Neither	Neither	Neither	Yes	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	Yes
58	BXL	0,6884	0,249	1,1279	0,6884	-0,1904	0,6884	0,6884	1,1279	-2,3875	-1,9481	-0,1904	-1,9481	0,249	-0,1904	0,249	1,1279	-1,0693	-1,0693	-1,5087	0,249	-0,1904	-1,0693	0,6884	0,249	1,1279	1,1279	0,6884	-0,6298	0,6884	0,6884	Adults	Once a month	All year round	Comp. Agree	Comp. Agree	Neither	Comp. Agree	Neither	Comp. Agree	Neither	Comp. Agree	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No
61	BXL	0,1381	-0,3798	-0,3798	-0,3798	1,6917	1,6917	-0,8976	0,1381	1,1738	2,2095	0,656	-0,8976	-1,4155	-0,3798	0,1381	0,656	1,1738	-0,8976	0,656	-0,3798	-0,3798	-0,3798	0,656	-1,9333	0,656	-1,4155	0,1381	-1,4155	-0,8976	0,656	Adults	5 to 6 times a year	All year round	Most. Agree	Most. Disa.	Neither	Comp. Agree	Most. Agree	Comp. Agree	Comp. Disa.	Neither	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes
66	BXL	0,5919	-0,5179	-0,5179	-0,5179	-0,5179	0,5919	0,5919	-1,2578	0,9619	-1,2578	0,9619	-1,2578	-0,8879	0,9619	-0,148	-1,2578	-0,148	-1,2578	-0,5179	-0,5179	1,7018	0,5919	1,7018	0,5919	1,7018	-1,2578	-0,148	1,7018	0,5919	-1,2578	Adults	5 to 6 times a year	All year round	Most. Agree	Neither	Most. Agree	Neither	Comp. Agree	Neither	Neither	Most. Disa.	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes
72	BXL	0,7489	-0,4655	0,1417	1,3561	-1,0727	-0,4655	-1,6799	0,1417	-0,4655	0,1417	0,7489	1,3561	1,3561	0,1417	1,9633	-1,6799	0,7489	-1,0727	0,1417	0,7489	0,1417	-0,4655	0,7489	-1,0727	-2,2871	0,1417	-1,0727	0,7489	-0,4655	0,7489	Both	Once a week or more	All year round	Comp. Agree	Most. Agree	Comp. Agree	Most. Disa.	Most. Agree	Neither	Neither	Neither	Yes	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes
79	BXL	0,201	-1,1908	-0,2629	0,665	0,201	0,201	-0,7269	0,665	1,129	0,201	0,665	1,5929	-1,1908	-1,1908	1,129	1,5929	1,129	-1,6548	0,665	-0,7269	-1,1908	-2,1188	-0,7269	1,129	-0,2629	-0,2629	0,665	-1,1908	1,129	-0,2629	Both	Once every 2 weeks	All year round	Comp. Agree	Most. Agree	Comp. Agree	Comp. Agree	Neither	Most. Agree	Neither	Neither	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	No
80	BXL	1,6258	2,104	0,6695	-0,2869	0,6695	0,1913	-0,2869	-1,2433	0,1913	-0,2869	-0,2869	-0,7651	0,6695	-0,2869	-1,2433	1,1476	-1,2433	-1,7215	-1,2433	2,104	-0,7651	-0,2869	0,1913	-1,2433	-0,7651	1,1476	0,1913	0,1913	-0,2869	1,1476	Both	Once every 2 weeks	Special celebration	Comp. Agree	Neither	Comp. Agree	Most. Agree	Comp. Agree	Neither	Comp. Disa.	Comp. Disa.	Yes	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	Yes
